CustomerKey,GeographyKey,FirstName,LastName,Gender,DateFirstPurchase,City
12132,224,Kaitlyn,Henderson,F,2011-01-30,Tremblay-en-France
12133,242,Colleen,Xie,F,2012-02-11,Lancaster
12134,269,Hector,Alonso,M,2013-07-05,Stoke-on-Trent
12135,316,Fernando,Taylor,M,2013-05-09,El Cajon
12136,49,Blake,Turner,M,2013-04-24,Cliffside
12137,347,Jack,Green,M,2013-03-19,Novato
12138,536,Colin,Jai,M,2013-08-28,Beaverton
12139,609,Franklin,Yang,M,2013-07-02,Bellingham
12140,71,Oscar,Russell,M,2013-06-02,Westminster
12141,536,Kaitlyn,Lee,F,2011-11-05,Beaverton
12142,545,Gabriella,Torres,F,2011-11-27,Milwaukie
12143,632,Logan,Turner,M,2011-11-16,Port Orchard
12144,632,Kelly,Jenkins,F,2013-03-22,Port Orchard
12145,644,Brandon,Butler,M,2013-11-28,Walla Walla
12146,311,Xavier,Thomas,M,2013-06-29,Concord
12147,50,Taylor,Patterson,F,2013-06-23,Haney
12148,548,Gabrielle,Morris,F,2013-11-23,Salem
12149,552,Bailey,Scott,F,2013-05-01,W. Linn
12150,316,Logan,Wang,M,2013-08-14,El Cajon
12151,335,Steven,Kelly,M,2011-11-14,Lemon Grove
12152,335,Adrian,Ramirez,M,2011-10-30,Lemon Grove
12153,348,Kaitlyn,Bailey,F,2011-11-27,Oakland
12154,71,Hailey,Adams,F,2013-03-14,Westminster
12155,648,Gabriella,Lopez,F,2011-11-21,Yakima
12156,301,Bonnie,Raji,F,2011-11-06,Burbank
12157,336,William,White,M,2013-05-10,Lincoln Acres
12158,66,Kyle,Phillips,M,2013-09-01,Sooke
12159,71,Kaitlyn,Scott,F,2013-02-24,Westminster
12160,536,Jaclyn,Zhang,F,2011-11-18,Beaverton
12161,648,Alexandria,Rogers,F,2013-03-09,Yakima
12162,331,Luke,Mitchell,M,2011-11-11,La Jolla
12163,368,Aaron,Wang,M,2011-11-05,Santa Cruz
12164,372,Noah,Butler,M,2011-11-25,Spring Valley
12165,51,Caleb,Flores,M,2013-01-30,Langford
12166,54,Jared,Rogers,M,2013-07-11,N. Vancouver
12167,637,Sebastian,Stewart,M,2011-10-29,Seattle
12168,614,Hunter,Jackson,M,2013-02-26,Edmonds
12169,312,Abigail,Howard,F,2011-10-29,Coronado
12170,325,Sara,Reed,F,2011-11-23,Glendale
12171,335,Alyssa,Cooper,F,2011-11-01,Lemon Grove
12172,345,Eduardo,Alexander,M,2011-11-20,Newport Beach
12173,345,Dalton,Edwards,M,2011-11-12,Newport Beach
12174,374,Charles,Phillips,M,2011-12-06,Torrance
12175,368,Luke,Powell,M,2013-11-17,Santa Cruz
12176,548,Cody,James,M,2013-02-02,Salem
12177,59,Kevin,Campbell,M,2013-03-07,Oak Bay
12178,547,Ethan,Shan,M,2011-12-25,Portland
12179,543,Alexis,Jones,F,2011-12-16,Lebanon
12180,536,Holly,Mehta,F,2011-12-10,Beaverton
12181,352,Katelyn,Sanders,F,2011-12-03,Palo Alto
12182,49,Erin,Torres,F,2013-03-14,Cliffside
12183,66,Emily,Robinson,F,2013-02-19,Sooke
12184,546,Isaiah,Perez,M,2011-12-22,Oregon City
12185,648,Kaitlyn,Patterson,F,2013-03-29,Yakima
12186,299,Bryant,Srini,M,2011-12-25,Berkeley
12187,300,Ruben,Subram,M,2011-12-25,Beverly Hills
12188,307,Ashley,Thomas,F,2011-12-25,Chula Vista
12189,338,Sophia,Wright,F,2011-12-14,Los Angeles
12190,361,Justin,Gonzales,M,2011-12-09,San Gabriel
12191,383,Melissa,Washington,F,2013-04-16,West Covina
12192,609,Jocelyn,Hayes,F,2013-04-12,Bellingham
12193,56,Caleb,Simmons,M,2013-03-29,Newton
12194,361,Destiny,Foster,F,2013-04-18,San Gabriel
12195,343,Erin,Morris,F,2013-05-23,National City
12196,68,Alexis,Miller,F,2013-04-10,Vancouver
12197,339,Adam,Hernandez,M,2013-02-01,Mill Valley
12198,545,Noah,Scott,M,2011-12-15,Milwaukie
12199,644,Christina,Richardson,F,2013-06-16,Walla Walla
12200,310,Rafael,Sharma,M,2011-12-20,Colma
12201,302,Mindy,Yuan,F,2013-06-11,Burlingame
12202,66,Xavier,Ross,M,2013-02-05,Sooke
12203,60,Zachary,Hughes,M,2013-07-03,Port Hammond
12204,536,Bradley,Jai,M,2013-01-28,Beaverton
12205,301,Madison,Long,F,2013-10-26,Burbank
12206,337,Sierra,Parker,F,2011-12-28,Long Beach
12207,618,Samuel,Hill,M,2011-12-25,Issaquah
12208,609,Dominique,Sanchez,F,2011-12-16,Bellingham
12209,298,Mindy,Jai,F,2011-12-17,Bellflower
12210,247,Alan,He,M,2012-03-15,London
12211,206,Victor,Romero,M,2011-03-07,Roissy en Brie
12212,209,Shawna,Xie,F,2011-03-27,Versailles
12213,159,Alejandro,Lal,M,2012-05-09,München
12214,243,Julie,Raje,F,2012-03-07,Leeds
12215,254,Karla,She,F,2012-03-10,London
12216,258,Gerald,Rodriguez,M,2012-03-25,Maidenhead
12217,209,Kyle,Roberts,M,2011-03-23,Versailles
12218,124,Mitchell,Xu,M,2012-05-25,Berlin
12219,188,Kurt,Nara,M,2011-03-24,Roncq
12220,217,Virginia,Sara,F,2011-03-09,Paris La Defense
12221,208,Brandi,Ruiz,F,2011-03-02,Saint Germain en Laye
12222,248,Jenny,Xu,F,2012-03-13,London
12223,166,Felicia,Vazquez,F,2013-08-08,Frankfurt am Main
12224,243,Tristan,Henderson,M,2013-11-15,Leeds
12225,173,Kathleen,Ortega,F,2012-05-19,Poing
12226,120,Faith,Ward,F,2012-05-19,Hof
12227,241,Kelsey,Raje,F,2013-04-29,Kirkby
12228,125,Mayra,Martinez,F,2012-06-22,Berlin
12229,149,Kari,Gomez,F,2012-06-07,Mühlheim
12230,132,Wesley,Zheng,M,2012-06-20,Hamburg
12231,161,Isabelle,Patterson,F,2012-06-15,Solingen
12232,160,Sean,Hernandez,M,2012-06-03,Paderborn
12233,254,Jerry,Yuan,M,2014-01-17,London
12234,211,Clarence,Zeng,M,2013-04-26,Les Ulis
12235,235,Donna,Rai,F,2013-03-23,Cambridge
12236,132,Kendra,Gill,F,2013-07-13,Hamburg
12237,133,Ruth,Madan,F,2012-06-17,Kassel
12238,172,Monica,Raman,F,2013-07-09,Offenbach
12239,254,Alberto,Ramos,M,2012-03-23,London
12240,8,Clayton,Sharma,M,2011-12-28,Matraville
12241,19,Kristine,Sandberg,F,2011-12-16,Wollongong
12242,29,Gilbert,Liang,M,2011-12-16,Findon
12243,34,Kristy,Rubio,F,2011-12-24,Geelong
12244,14,Amy,Huang,F,2013-02-16,Rhodes
12245,14,Francisco,Gonzalez,M,2011-12-12,Rhodes
12246,36,Shawn,Luo,M,2011-12-06,Melton
12247,3,Brandy,Raman,F,2013-02-01,Darlinghurst
12248,34,Devin,Taylor,M,2011-12-10,Geelong
12249,8,Jessie,Cai,M,2013-03-29,Matraville
12250,20,Andrea,Collins,F,2011-12-07,Brisbane
12251,22,Troy,Suri,M,2011-12-05,East Brisbane
12252,21,Omar,Liu,M,2011-12-25,Caloundra
12253,12,Jenny,Sun,F,2011-12-18,North Sydney
12254,222,Calvin,Deng,M,2011-03-16,Pantin
12255,180,Robyn,Alvarez,F,2011-03-21,Colomiers
12256,212,Wendy,Ramos,F,2011-03-30,Morangis
12257,123,Ross,Ruiz,M,2013-12-05,Berlin
12258,144,Jamie,Li,F,2013-10-01,Essen
12259,230,Cindy,Madan,F,2013-03-03,Berkshire
12260,236,Melinda,Romero,F,2013-02-13,Cheltenham
12261,186,Kaitlin,Sanchez,F,2011-04-22,Dunkerque
12262,234,Morgan,Sanchez,F,2013-03-10,Bury
12263,259,Emmanuel,Garcia,M,2012-03-28,Milton Keynes
12264,260,Bruce,Ashe,M,2012-04-10,Milton Keynes
12265,219,Alan,Guo,M,2011-04-26,Suresnes
12266,160,Tiffany,Lin,F,2012-06-16,Paderborn
12267,211,Clifford,Garcia,M,2011-04-01,Les Ulis
12268,138,Edwin,Shan,M,2013-04-16,Berlin
12269,185,Warren,Zheng,M,2013-06-27,Croix
12270,153,Ebony,Ramos,F,2012-06-23,Berlin
12271,251,Tyrone,Hernandez,M,2012-04-11,London
12272,243,Justin,Alexander,M,2012-04-02,Leeds
12273,121,Nelson,Carlson,M,2013-08-01,Ingolstadt
12274,203,Javier,Torres,M,2013-10-07,Paris
12275,125,Adriana,Madan,F,2012-07-15,Berlin
12276,123,Alisha,Shan,F,2012-07-01,Berlin
12277,237,Beth,Ortega,F,2012-04-14,Esher-Molesey
12278,130,Meredith,Johnsen,F,2013-06-22,Duesseldorf
12279,203,Mathew,Suarez,M,2011-05-13,Paris
12280,179,Theresa,Alvarez,F,2011-05-13,Saint Ouen
12281,263,Janelle,Sanchez,F,2012-04-13,Oxford
12282,276,Nicolas,Tang,M,2012-04-24,Woolston
12283,231,Todd,Zeng,M,2012-03-30,Billericay
12284,233,Cristina,Beck,F,2012-04-06,Bracknell
12285,221,Bethany,Chande,F,2011-05-30,Drancy
12286,265,Nathan,Jenkins,M,2012-05-16,Peterborough
12287,241,Andre,Arun,M,2012-05-29,Kirkby
12288,265,Sara,Brooks,F,2013-10-01,Peterborough
12289,269,Joseph,Taylor,M,2012-05-20,Stoke-on-Trent
12290,187,Kaylee,Morris,F,2011-05-06,Lille
12291,115,Johnathan,Suri,M,2012-07-23,Eilenburg
12292,229,Nicolas,Kumar,M,2012-05-20,Berks
12293,233,Tammy,Garcia,F,2013-06-01,Bracknell
12294,254,Shane,Kovar,M,2013-05-22,London
12295,216,Dwayne,Gomez,M,2013-02-12,Courbevoie
12296,211,Francisco,Sara,M,2011-05-19,Les Ulis
12297,131,Felicia,Blanco,F,2012-08-12,Frankfurt
12298,171,Crystal,Zeng,F,2012-08-21,Neunkirchen
12299,274,Walter,Serrano,M,2012-05-09,West Sussex
12300,180,Adriana,Gonzalez,F,2011-05-24,Colomiers
12301,223,Nichole,Nara,F,2011-05-10,Saint-Denis
12302,131,Kevin,Coleman,M,2012-08-23,Frankfurt
12303,250,Kristi,Alvarez,F,2013-08-18,London
12304,253,Alejandro,Zhou,M,2013-09-02,London
12305,234,Xavier,Bailey,M,2012-06-27,Bury
12306,120,Logan,Parker,M,2013-05-02,Hof
12307,226,Brad,She,M,2011-05-29,Cergy
12308,184,Margaret,He,F,2011-06-03,Metz
12309,235,Omar,Raje,M,2013-03-29,Cambridge
12310,239,Stacy,Munoz,F,2013-10-12,Gloucestershire
12311,255,Stanley,Weber,M,2013-09-17,London
12312,196,Jake,Zhao,M,2013-10-28,Paris
12313,199,Jaime,Chande,M,2014-01-15,Paris
12314,119,Jill,Suarez,F,2012-08-16,Grevenbroich
12315,246,Ann,Rodriguez,F,2012-06-26,London
12316,255,Alejandro,Luo,M,2012-05-30,London
12317,262,Carl,She,M,2012-06-25,Oxford
12318,271,Kristina,Schmidt,F,2012-06-11,Warrington
12319,115,Shannon,Ye,F,2013-04-10,Eilenburg
12320,233,Cheryl,Alvarez,F,2013-08-17,Bracknell
12321,211,Rosa,Hu,F,2011-06-02,Les Ulis
12322,211,Kari,Mehta,F,2013-12-22,Les Ulis
12323,219,Lawrence,Alonso,M,2011-06-24,Suresnes
12324,147,Dale,Lal,M,2013-10-31,Hamburg
12325,244,Gloria,Martin,F,2013-08-05,London
12326,279,Glenn,Zhou,M,2013-09-29,York
12327,156,Edwin,Liang,M,2013-02-05,Braunschweig
12328,250,Eugene,Zhao,M,2012-06-04,London
12329,278,Bonnie,Shan,F,2013-05-22,York
12330,144,Preston,Raman,M,2012-08-20,Essen
12331,185,Meagan,Chandra,F,2013-03-05,Croix
12332,193,Andres,Nara,M,2011-06-13,Paris
12333,190,Terrance,Rodriguez,M,2011-06-18,Villeneuve-d'Ascq
12334,250,Roy,Jimenez,M,2013-06-13,London
12335,267,Francisco,Ashe,M,2012-06-11,Runcorn
12336,261,Wyatt,Price,M,2013-02-23,Newcastle upon Tyne
12337,6,Dustin,Goldstein,M,2011-12-05,Lavender Bay
12338,38,Monica,Vance,F,2011-12-24,South Melbourne
12339,29,Clayton,Jai,M,2012-01-13,Findon
12340,21,Stacy,Diaz,F,2012-01-23,Caloundra
12341,5,Katie,Kumar,F,2012-01-04,Lane Cove
12342,18,Morgan,Young,F,2012-01-10,Sydney
12343,9,Gloria,Ruiz,F,2012-01-17,Milsons Point
12344,3,Dominique,Perez,F,2013-03-14,Darlinghurst
12345,27,Alison,Raje,F,2013-03-31,Townsville
12346,15,Wesley,Gao,M,2012-01-04,Silverwater
12347,40,Summer,Madan,F,2012-01-13,Warrnambool
12348,6,Jimmy,Vazquez,M,2012-01-28,Lavender Bay
12349,15,Lacey,Yuan,F,2011-12-29,Silverwater
12350,34,Logan,Hernandez,M,2012-01-06,Geelong
12351,39,Cara,Zhang,F,2013-06-23,Sunbury
12352,12,Ramon,Zhang,M,2013-09-28,North Sydney
12353,24,Joe,Ramos,M,2012-01-25,Hawthorne
12354,34,Lance,Ortega,M,2012-01-03,Geelong
12355,19,Monique,Ortega,F,2011-12-29,Wollongong
12356,13,Julia,Wood,F,2012-01-09,Port Macquarie
12357,29,Susan,Lu,F,2013-10-29,Findon
12358,9,Lacey,Raje,F,2012-01-28,Milsons Point
12359,9,Veronica,Raman,F,2013-09-11,Milsons Point
12360,12,Mario,Goel,M,2012-01-16,North Sydney
12361,22,Dana,Diaz,F,2013-09-18,East Brisbane
12362,335,Thomas,Harrison,M,2011-12-04,Lemon Grove
12363,51,Kayla,Thompson,F,2013-03-29,Langford
12364,632,Erin,Rogers,F,2011-12-26,Port Orchard
12365,611,Alex,Evans,M,2013-04-01,Bremerton
12366,607,Stephanie,Cox,F,2013-04-11,Ballard
12367,243,Trinity,Townsend,F,2013-02-10,Leeds
12368,184,Rodney,Rubio,M,2013-11-27,Metz
12369,36,Terrence,Lal,M,2013-09-25,Melton
12370,15,Preston,Perez,M,2013-02-10,Silverwater
12371,14,Stefanie,Subram,F,2013-07-01,Rhodes
12372,22,Darren,Prasad,M,2013-03-22,East Brisbane
12373,209,Isaac,Gray,M,2011-06-27,Versailles
12374,185,Marie,Kapoor,F,2013-02-07,Croix
12375,226,Jarrod,Raman,M,2014-01-11,Cergy
12376,254,Holly,Perez,F,2013-05-10,London
12377,155,Christopher,Miller,M,2013-06-24,Bottrop
12378,121,Brianna,Sanchez,F,2012-08-07,Ingolstadt
12379,147,Bridget,Chande,F,2013-04-21,Hamburg
12380,231,Omar,Yuan,M,2012-06-04,Billericay
12381,251,Johnny,Lal,M,2012-06-19,London
12382,252,Tamara,Chen,F,2012-06-28,London
12383,197,Albert,Gomez,M,2011-05-31,Paris
12384,168,Jacquelyn,Gutierrez,F,2012-08-16,Kiel
12385,229,Tara,Raji,F,2012-06-01,Berks
12386,117,Katherine,Perry,F,2012-08-02,Erlangen
12387,190,Meredith,Vazquez,F,2013-09-21,Villeneuve-d'Ascq
12388,168,Casey,Kumar,F,2012-08-12,Kiel
12389,215,Albert,Jiménez,M,2013-11-13,Colombes
12390,140,Denise,Martinez,F,2012-08-05,Berlin
12391,241,Olivia,Kelly,F,2012-06-24,Kirkby
12392,237,Nichole,Nath,F,2013-01-28,Esher-Molesey
12393,223,Brenda,Sai,F,2013-09-27,Saint-Denis
12394,268,Erika,Serrano,F,2012-06-16,Liverpool
12395,207,Kyle,Carter,M,2011-06-19,Chatou
12396,120,Susan,Yang,F,2013-10-15,Hof
12397,173,Shaun,Chapman,M,2012-08-23,Poing
12398,187,Ashley,Clark,F,2011-06-17,Lille
12399,156,Henry,Chapman,M,2013-08-23,Braunschweig
12400,144,Andy,Martin,M,2013-08-09,Essen
12401,120,Kimberly,Rivera,F,2013-09-19,Hof
12402,255,Albert,Moreno,M,2012-06-08,London
12403,273,Henry,Young,M,2013-11-20,Watford
12404,278,Krystal,Liang,F,2012-07-22,York
12405,261,Cole,Sanchez,M,2014-01-07,Newcastle upon Tyne
12406,119,Ross,Gutierrez,M,2013-12-16,Grevenbroich
12407,139,Shawn,Raji,M,2013-10-26,Berlin
12408,175,Jon,Lu,M,2013-09-30,Saarlouis
12409,368,Savannah,Hill,F,2013-05-20,Santa Cruz
12410,300,Mariah,Richardson,F,2013-04-05,Beverly Hills
12411,311,Kevin,Alexander,M,2013-06-30,Concord
12412,315,Mackenzie,Wright,F,2013-10-25,Downey
12413,631,James,Gonzales,M,2013-06-20,Olympia
12414,546,Ethan,Lal,M,2013-05-27,Oregon City
12415,552,Brianna,Richardson,F,2013-11-22,W. Linn
12416,298,Veronica,Martinez,F,2013-06-29,Bellflower
12417,307,Alexis,Bryant,F,2014-01-05,Chula Vista
12418,539,Robert,Hernandez,M,2011-12-21,Corvallis
12419,611,Destiny,Bell,F,2013-06-10,Bremerton
12420,545,Spencer,Hayes,M,2013-03-15,Milwaukie
12421,345,Cameron,Hughes,M,2013-03-12,Newport Beach
12422,627,Hailey,Evans,F,2013-10-13,Marysville
12423,631,Sarah,Thompson,F,2011-12-19,Olympia
12424,638,Rebecca,Mitchell,F,2013-08-25,Sedro Woolley
12425,644,Brandon,White,M,2013-11-17,Walla Walla
12426,334,Cody,Cox,M,2013-11-05,Lakewood
12427,359,Kimberly,Stewart,F,2013-06-04,San Diego
12428,361,Sean,Morris,M,2013-10-26,San Gabriel
12429,311,Melvin,Black,M,2013-03-05,Concord
12430,66,Kaitlyn,Thompson,F,2013-04-20,Sooke
12431,66,Wyatt,Thomas,M,2013-03-21,Sooke
12432,325,Nathan,Clark,M,2013-10-26,Glendale
12433,361,Antonio,Price,M,2013-03-30,San Gabriel
12434,642,Thomas,Kumar,M,2013-11-20,Tacoma
12435,297,Christy,Zhou,F,2011-12-04,Bell Gardens
12436,612,Albert,Diaz,M,2013-06-16,Burien
12437,548,Jeremy,Young,M,2011-12-13,Salem
12438,310,Bailey,Rogers,F,2011-12-09,Colma
12439,536,Megan,Bennett,F,2013-03-25,Beaverton
12440,301,Francisco,Chandra,M,2011-11-29,Burbank
12441,299,Trevor,Simmons,M,2011-12-03,Berkeley
12442,301,Allison,Richardson,F,2011-11-30,Burbank
12443,301,Garrett,James,M,2014-01-18,Burbank
12444,53,Mackenzie,Phillips,F,2013-03-03,Metchosin
12445,546,Cameron,Taylor,M,2013-08-08,Oregon City
12446,331,Jasmine,Hall,F,2011-12-08,La Jolla
12447,60,Carson,Hayes,M,2013-05-03,Port Hammond
12448,543,Hailey,Cox,F,2011-12-26,Lebanon
12449,60,Dylan,Brown,M,2013-06-10,Port Hammond
12450,329,Cody,Cook,M,2011-12-24,Imperial Beach
12451,68,Anna,Simmons,F,2013-06-20,Vancouver
12452,641,Sean,Sanchez,M,2011-12-21,Spokane
12453,552,Madison,Bennett,F,2013-05-20,W. Linn
12454,611,Samuel,Griffin,M,2013-04-08,Bremerton
12455,339,Benjamin,Lewis,M,2013-11-17,Mill Valley
12456,612,Thomas,Chen,M,2014-01-16,Burien
12457,536,Misty,Rai,F,2013-04-04,Beaverton
12458,155,Veronica,Sanchez,F,2013-09-04,Bottrop
12459,260,Stefanie,Rodriguez,F,2012-07-02,Milton Keynes
12460,257,Dominique,Malhotra,F,2012-07-25,London
12461,147,Ruth,Suri,F,2012-08-15,Hamburg
12462,178,Levi,Suri,M,2012-09-07,Sulzbach Taunus
12463,236,Todd,Huang,M,2012-07-06,Cheltenham
12464,220,Jared,Cook,M,2011-07-23,Bobigny
12465,239,Cassandra,Patel,F,2013-03-30,Gloucestershire
12466,221,Willie,He,M,2013-03-19,Drancy
12467,196,Jennifer,Jones,F,2013-04-21,Paris
12468,200,Wayne,Nath,M,2011-07-12,Paris
12469,160,Shane,Srini,M,2013-09-19,Paderborn
12470,164,Barbara,He,F,2013-11-23,Berlin
12471,155,Lacey,Zeng,F,2013-03-16,Bottrop
12472,215,Jeffery,Zhang,M,2013-08-09,Colombes
12473,277,Sergio,Sai,M,2012-07-11,York
12474,226,Tammy,Chandra,F,2011-07-22,Cergy
12475,161,Logan,Carter,M,2012-09-03,Solingen
12476,260,Rodney,Jimenez,M,2013-10-09,Milton Keynes
12477,197,Robin,Gill,F,2013-12-09,Paris
12478,155,Ruben,Mehta,M,2013-12-30,Bottrop
12479,131,Priscilla,Tang,F,2012-09-04,Frankfurt
12480,187,Meredith,Alvarez,F,2011-07-10,Lille
12481,152,Victor,Diaz,M,2013-03-08,Berlin
12482,225,Jerome,Browning,M,2013-12-25,Orly
12483,189,Amanda,Perez,F,2011-07-04,Roubaix
12484,147,Lori,Suarez,F,2012-09-24,Hamburg
12485,180,Veronica,Subram,F,2011-07-12,Colomiers
12486,274,Kristen,Ye,F,2012-07-19,West Sussex
12487,135,Willie,Zhu,M,2012-09-14,Salzgitter
12488,208,Jay,Garcia,M,2013-09-20,Saint Germain en Laye
12489,211,Wayne,Rai,M,2013-03-20,Les Ulis
12490,201,Trisha,He,F,2013-03-18,Paris
12491,262,Alvin,Huang,M,2013-08-02,Oxford
12492,269,Brittany,Price,F,2012-07-13,Stoke-on-Trent
12493,121,Dwayne,Vazquez,M,2013-05-15,Ingolstadt
12494,209,Abby,Sandberg,F,2011-07-01,Versailles
12495,131,Lucas,Miller,M,2012-09-18,Frankfurt
12496,238,Melanie,Cox,F,2013-08-20,Gateshead
12497,174,Ashlee,Kumar,F,2013-07-01,Saarbrücken
12498,147,Eduardo,Diaz,M,2013-06-29,Hamburg
12499,150,Heather,Wang,F,2012-09-13,München
12500,172,Kathleen,Vazquez,F,2012-09-01,Offenbach
12501,161,Cory,Sai,M,2012-09-28,Solingen
12502,264,Darren,Sanchez,M,2013-02-03,Oxon
12503,279,Casey,Shen,F,2013-02-15,York
12504,239,Arthur,Gutierrez,M,2013-04-25,Gloucestershire
12505,269,Dalton,Martin,M,2013-03-01,Stoke-on-Trent
12506,274,Preston,Sanchez,M,2013-02-11,West Sussex
12507,161,Ian,Bell,M,2013-04-11,Solingen
12508,234,Nichole,Anand,F,2013-05-31,Bury
12509,221,Marc,Ferrier,M,2013-02-21,Drancy
12510,205,Roberto,Sanz,M,2011-08-27,Lieusaint
12511,197,Grant,Chander,M,2013-06-28,Paris
12512,164,Carolyn,Gomez,F,2013-03-23,Berlin
12513,269,Austin,Thompson,M,2013-06-17,Stoke-on-Trent
12514,203,Lacey,Becker,F,2013-02-14,Paris
12515,189,Shelby,Bailey,F,2013-07-24,Roubaix
12516,145,Shawna,Chander,F,2013-12-16,Frankfurt am Main
12517,133,Alexa,Watson,F,2013-10-19,Kassel
12518,161,Jacquelyn,Dominguez,F,2013-08-01,Solingen
12519,265,Casey,Gutierrez,M,2013-05-11,Peterborough
12520,208,Seth,Jackson,M,2011-08-02,Saint Germain en Laye
12521,172,Meredith,Dominguez,F,2012-10-05,Offenbach
12522,222,Brandy,Sanchez,F,2011-08-24,Pantin
12523,200,Steve,Wagner,M,2011-08-28,Paris
12524,211,Kate,Shan,F,2013-06-13,Les Ulis
12525,237,Chelsea,Rodriguez,F,2013-05-25,Esher-Molesey
12526,256,Michele,Suarez,F,2012-07-10,London
12527,301,José,Rodriguez,M,2013-12-17,Burbank
12528,641,Devin,Wilson,M,2013-08-28,Spokane
12529,299,Isaiah,Allen,M,2014-01-19,Berkeley
12530,64,Isabel,Coleman,F,2013-02-15,Shawnee
12531,536,Autumn,Xu,F,2013-03-18,Beaverton
12532,53,Jose,Carter,M,2013-09-26,Metchosin
12533,644,Luis,Washington,M,2013-02-01,Walla Walla
12534,179,Katie,Shan,F,2013-09-08,Saint Ouen
12535,161,Clifford,Kapoor,M,2013-09-18,Solingen
12536,161,Javier,Dominguez,M,2013-11-21,Solingen
12537,200,Terrence,Luo,M,2013-06-24,Paris
12538,164,Paula,Blanco,F,2013-05-27,Berlin
12539,225,Marc,Dominguez,M,2013-11-30,Orly
12540,265,Levi,Sara,M,2013-03-02,Peterborough
12541,221,Jonathan,Zhang,M,2013-06-15,Drancy
12542,204,Preston,Patel,M,2014-01-11,Paris
12543,213,Ruben,Alvarez,M,2013-05-04,Verrieres Le Buisson
12544,168,Bruce,Jordan,M,2013-12-21,Kiel
12545,229,Marc,Ruiz,M,2013-07-27,Berks
12546,149,Clarence,Andersen,M,2012-10-06,Mühlheim
12547,211,Bradley,Nara,M,2011-08-14,Les Ulis
12548,155,Alexandra,Collins,F,2012-10-16,Bottrop
12549,193,Donna,Xie,F,2011-08-18,Paris
12550,262,Austin,Diaz,M,2013-06-13,Oxford
12551,250,Julio,Ramos,M,2013-08-09,London
12552,182,Bruce,Torres,M,2013-10-13,Saint Ouen
12553,219,Toni,Fernandez,F,2013-05-11,Suresnes
12554,235,Barry,Rodriguez,M,2013-07-27,Cambridge
12555,189,Edgar,Malhotra,M,2013-09-03,Roubaix
12556,162,Manuel,Kapoor,M,2013-11-27,Werne
12557,214,Phillip,Lopez,M,2013-05-07,Boulogne-Billancourt
12558,155,Amanda,Evans,F,2013-09-02,Bottrop
12559,252,Emmanuel,Lopez,M,2012-07-23,London
12560,256,Mandy,Gao,F,2012-07-15,London
12561,220,Trisha,Lin,F,2011-09-25,Bobigny
12562,204,Kristina,Chandra,F,2013-03-14,Paris
12563,236,Alejandro,Lin,M,2013-07-01,Cheltenham
12564,247,Marshall,Yang,M,2013-03-07,London
12565,198,Kendra,Gutierrez,F,2013-10-05,Paris
12566,254,Omar,Yang,M,2013-05-31,London
12567,261,Carmen,Arthur,F,2013-02-11,Newcastle upon Tyne
12568,269,Stacey,Ye,F,2013-02-13,Stoke-on-Trent
12569,272,Kristin,Rai,F,2013-07-21,Warrington
12570,20,Casey,Munoz,M,2012-01-02,Brisbane
12571,2,Jennifer,Green,F,2011-12-29,Coffs Harbour
12572,29,Alisha,Chander,F,2012-01-22,Findon
12573,6,Grant,Rai,M,2012-01-08,Lavender Bay
12574,15,Derek,Raje,M,2012-01-15,Silverwater
12575,19,Jaclyn,Shen,F,2012-01-15,Wollongong
12576,35,Walter,Dominguez,M,2012-01-04,Melbourne
12577,5,Francis,Sanz,M,2012-02-15,Lane Cove
12578,33,Gavin,Perry,M,2012-02-14,Cranbourne
12579,16,Lydia,Sanchez,F,2012-02-15,Springwood
12580,38,Cedric,She,M,2012-02-14,South Melbourne
12581,36,Kristina,Fernandez,F,2012-02-27,Melton
12582,16,Carmen,Sara,F,2013-07-31,Springwood
12583,10,Tyrone,Ortega,M,2012-02-28,Newcastle
12584,27,Brittney,Ma,F,2012-02-10,Townsville
12585,31,Ian,Martinez,M,2012-02-28,Hobart
12586,27,Kellie,Hernandez,F,2012-02-03,Townsville
12587,9,Danny,Travers,M,2013-11-03,Milsons Point
12588,9,Tracy,Chande,F,2012-01-29,Milsons Point
12589,35,Ruben,Rodriguez,M,2012-02-19,Melbourne
12590,261,Mario,Chander,M,2013-10-13,Newcastle upon Tyne
12591,126,Meredith,Madan,F,2013-08-05,Berlin
12592,232,Amy,Li,F,2013-06-27,Birmingham
12593,234,Benjamin,Zhang,M,2013-02-18,Bury
12594,235,Sandra,Gao,F,2013-11-25,Cambridge
12595,248,Mathew,Blanco,M,2013-03-08,London
12596,260,Armando,Romero,M,2013-09-24,Milton Keynes
12597,241,Franklin,Zhang,M,2013-08-04,Kirkby
12598,269,Alexandra,Bryant,F,2013-08-04,Stoke-on-Trent
12599,229,Jillian,Fernandez,F,2012-08-17,Berks
12600,115,Larry,Romero,M,2013-09-08,Eilenburg
12601,265,Randy,Zhang,M,2013-08-29,Peterborough
12602,245,Francisco,Srini,M,2013-02-20,London
12603,265,Cole,Reed,M,2013-04-06,Peterborough
12604,127,Nathan,Lee,M,2013-05-30,Darmstadt
12605,175,Carol,Cooper,F,2013-05-12,Saarlouis
12606,189,Arthur,Van,M,2013-09-03,Roubaix
12607,213,Tamara,Zhu,F,2011-09-01,Verrieres Le Buisson
